filename,gender,imagequality,age,weight,carryingbag,footwear,emotion,bodypose,image_path
images/Set2/20250_0.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4369.jpg
images/Set2/26910_0.jpg,male,Good,45-55,normal-healthy,None,Normal,Happy,Front-Frontish,resized/4370.jpg
images/Set2/32160_1.jpg,female,Good,35-45,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Side,resized/4371.jpg
images/Set2/30060_2.jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/4372.jpg
images/Set2/18660_3.jpg,female,Good,45-55,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4373.jpg
images/Set2/5460_2.jpg,female,Good,45-55,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Side,resized/4374.jpg
images/Set2/18300_6.jpg,male,Good,55+,normal-healthy,None,CantSee,Happy,Front-Frontish,resized/4375.jpg
images/Set2/18180_3.jpg,male,Good,35-45,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Side,resized/4376.jpg
images/Set2/18090_0.jpg,female,Good,45-55,normal-healthy,None,CantSee,Happy,Front-Frontish,resized/4377.jpg
images/Set2/6690_0.jpg,male,Average,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4378.jpg
images/Set3/3450_8.jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4379.jpg
images/Set3/11340_6.jpg,female,Good,35-45,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4380.jpg
images/Set3/3960_0 (2).jpg,female,Good,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4381.jpg
images/Set3/66720_3.jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4382.jpg
images/Set3/3150_0 (2).jpg,male,Good,45-55,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4383.jpg
images/Set4/1200_4.jpg,male,Average,35-45,slightly-overweight,None,Normal,Neutral,Front-Frontish,resized/4384.jpg
images/Set4/95310_0.jpg,female,Average,55+,normal-healthy,Daily/Office/Work Bag,Normal,Sad,Front-Frontish,resized/4385.jpg
images/Set1/7410_3.jpg,male,Average,35-45,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/4386.jpg
images/Set1/7110_0 (2).jpg,male,Average,35-45,slightly-overweight,None,CantSee,Angry/Serious,Front-Frontish,resized/4387.jpg
images/Set1/13680_5.jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/4388.jpg
images/Set1/IMG (5887).jpg,male,Average,25-35,normal-healthy,None,CantSee,Angry/Serious,Side,resized/4389.jpg
images/Set1/8610_1 (4).jpg,male,Average,45-55,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4390.jpg
images/Set1/IMG (5160).jpg,male,Bad,35-45,slightly-overweight,None,CantSee,Neutral,Side,resized/4391.jpg
images/Set1/8850_0 (3).jpg,female,Average,15-25,normal-healthy,None,CantSee,Happy,Front-Frontish,resized/4392.jpg
images/Set1/11040_4 (2).jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Sad,Front-Frontish,resized/4393.jpg
images/Set1/82980_3.jpg,female,Average,35-45,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/4394.jpg
images/Set1/IMG (4515).jpg,female,Bad,35-45,slightly-overweight,None,CantSee,Neutral,Side,resized/4395.jpg
images/Set1/21330_0.jpg,female,Bad,35-45,over-weight,None,Normal,Neutral,Side,resized/4396.jpg
images/Set1/IMG (1106).jpg,male,Average,35-45,normal-healthy,None,Normal,Neutral,Back,resized/4397.jpg
images/Set1/IMG (7274).jpg,male,Average,35-45,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/4398.jpg
images/Set1/IMG (8345).jpg,male,Average,55+,normal-healthy,None,Normal,Sad,Front-Frontish,resized/4399.jpg
images/Set1/8850_1 (2).jpg,male,Bad,55+,normal-healthy,None,Normal,Sad,Front-Frontish,resized/4400.jpg
images/Set1/3330_1 (6).jpg,female,Average,35-45,normal-healthy,Grocery/Home/Plastic Bag,Normal,Sad,Front-Frontish,resized/4401.jpg
images/Set1/17130_1 (2).jpg,male,Average,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Angry/Serious,Front-Frontish,resized/4402.jpg
images/Set1/15510_2 (2).jpg,male,Bad,25-35,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4403.jpg
images/Set1/7380_6.jpg,female,Average,25-35,normal-healthy,None,Fancy,Neutral,Back,resized/4404.jpg
images/Set1/14550_0 (2).jpg,male,Average,55+,normal-healthy,None,Normal,Happy,Front-Frontish,resized/4405.jpg
images/Set1/21240_2 (4).jpg,female,Average,35-45,normal-healthy,Grocery/Home/Plastic Bag,Fancy,Sad,Front-Frontish,resized/4406.jpg
images/Set1/IMG (2323).jpg,male,Average,45-55,normal-healthy,None,Normal,Neutral,Side,resized/4407.jpg
images/Set1/16350_0 (3).jpg,male,Bad,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4408.jpg
images/Set1/27600_2.jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4409.jpg
images/Set1/2250_1 (4).jpg,male,Average,15-25,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/4410.jpg
images/Set1/70200_3.jpg,female,Bad,25-35,normal-healthy,None,CantSee,Neutral,Side,resized/4411.jpg
images/Set1/IMG (5425).jpg,male,Average,45-55,normal-healthy,None,CantSee,Neutral,Back,resized/4412.jpg
images/Set1/IMG (7934).jpg,male,Average,35-45,slightly-overweight,None,Normal,Neutral,Front-Frontish,resized/4413.jpg
images/Set1/IMG (3169).jpg,male,Bad,25-35,normal-healthy,None,Normal,Neutral,Side,resized/4414.jpg
images/Set1/23160_3.jpg,male,Average,25-35,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/4415.jpg
images/Set1/IMG (7375).jpg,male,Average,35-45,over-weight,Daily/Office/Work Bag,CantSee,Angry/Serious,Side,resized/4416.jpg
images/Set1/8340_0 (3).jpg,male,Average,55+,slightly-overweight,None,Normal,Angry/Serious,Side,resized/4417.jpg
images/Set1/2490_1 (9).jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/4418.jpg
images/Set1/15030_1 (2).jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Side,resized/4419.jpg
images/Set1/IMG (6302).jpg,male,Bad,25-35,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4420.jpg
images/Set1/2820_0 (7).jpg,male,Bad,25-35,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/4421.jpg
images/Set1/IMG (6819).jpg,male,Average,45-55,slightly-overweight,None,Normal,Angry/Serious,Front-Frontish,resized/4422.jpg
images/Set1/21990_2 (3).jpg,male,Bad,55+,normal-healthy,None,CantSee,Angry/Serious,Side,resized/4423.jpg
images/Set1/11880_0 (2).jpg,female,Bad,45-55,over-weight,Daily/Office/Work Bag,Normal,Neutral,Back,resized/4424.jpg
images/Set1/7380_3 (2).jpg,male,Average,25-35,normal-healthy,None,CantSee,Angry/Serious,Side,resized/4425.jpg
images/Set1/IMG (3763).jpg,male,Bad,25-35,normal-healthy,None,Normal,Neutral,Back,resized/4426.jpg
images/Set1/1830_3 (2).jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4427.jpg
images/Set1/IMG (5161).jpg,male,Average,45-55,slightly-overweight,None,CantSee,Angry/Serious,Side,resized/4428.jpg
images/Set1/29970_1 (2).jpg,male,Average,45-55,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/4429.jpg
images/Set1/28380_0 (2).jpg,male,Average,45-55,slightly-overweight,None,CantSee,Angry/Serious,Front-Frontish,resized/4430.jpg
images/Set1/IMG (6079).jpg,male,Average,25-35,normal-healthy,None,CantSee,Neutral,Back,resized/4431.jpg
images/Set1/11520_1 (2).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/4432.jpg
images/Set1/1290_7.jpg,female,Average,35-45,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/4433.jpg
images/Set1/17820_4.jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Side,resized/4434.jpg
images/Set1/IMG (6345).jpg,male,Average,25-35,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/4435.jpg
images/Set1/18240_1 (4).jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Side,resized/4436.jpg
images/Set1/IMG (751).jpg,male,Average,45-55,slightly-overweight,None,Normal,Neutral,Back,resized/4437.jpg
images/Set1/2490_1 (3).jpg,male,Average,25-35,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/4438.jpg
images/Set1/14580_0 (2).jpg,male,Average,45-55,over-weight,None,Normal,Angry/Serious,Side,resized/4439.jpg
images/Set1/10500_7.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/4440.jpg
images/Set1/198660_1.jpg,male,Average,25-35,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/4441.jpg
images/Set1/IMG (5554).jpg,female,Good,45-55,slightly-overweight,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4442.jpg
images/Set1/23730_0 (2).jpg,male,Bad,35-45,slightly-overweight,Grocery/Home/Plastic Bag,CantSee,Sad,Front-Frontish,resized/4443.jpg
images/Set1/11610_1 (4).jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Sad,Front-Frontish,resized/4444.jpg
images/Set1/9120_2 (2).jpg,male,Average,35-45,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/4445.jpg
images/Set1/IMG (1877).jpg,male,Average,35-45,normal-healthy,Grocery/Home/Plastic Bag,Normal,Happy,Front-Frontish,resized/4446.jpg
images/Set1/15090_4.jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4447.jpg
images/Set1/4290_0 (6).jpg,female,Bad,35-45,over-weight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4448.jpg
images/Set1/7770_0 (7).jpg,female,Bad,25-35,slightly-overweight,None,Fancy,Neutral,Front-Frontish,resized/4449.jpg
images/Set1/15150_0 (2).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4450.jpg
images/Set1/IMG (4481).jpg,female,Bad,35-45,slightly-overweight,None,CantSee,Neutral,Back,resized/4451.jpg
images/Set1/15000_6.jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Sad,Front-Frontish,resized/4452.jpg
images/Set1/12930_3.jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Side,resized/4453.jpg
images/Set1/IMG (142).jpg,female,Average,35-45,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Angry/Serious,Front-Frontish,resized/4454.jpg
images/Set1/6000_1.jpg,female,Bad,25-35,normal-healthy,None,Normal,Neutral,Back,resized/4455.jpg
images/Set1/18330_0.jpg,male,Average,45-55,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/4456.jpg
images/Set1/IMG (5365).jpg,male,Average,35-45,slightly-overweight,Grocery/Home/Plastic Bag,Normal,Neutral,Back,resized/4457.jpg
images/Set1/IMG (6008).jpg,male,Average,35-45,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/4458.jpg
images/Set2/21660_4.jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Angry/Serious,Front-Frontish,resized/4459.jpg
images/Set2/40920_4.jpg,male,Bad,35-45,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Side,resized/4460.jpg
images/Set2/8880_1.jpg,male,Average,45-55,slightly-overweight,None,Normal,Neutral,Front-Frontish,resized/4461.jpg
images/Set2/17160_0 (2).jpg,male,Bad,45-55,over-weight,None,Normal,Neutral,Side,resized/4462.jpg
images/Set2/3960_2.jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Back,resized/4463.jpg
images/Set2/13590_7.jpg,female,Average,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4464.jpg
images/Set2/8010_10.jpg,female,Average,45-55,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Side,resized/4465.jpg
images/Set2/17460_5 (2).jpg,female,Average,25-35,normal-healthy,None,Normal,Neutral,Side,resized/4466.jpg
images/Set2/5640_4.jpg,female,Average,25-35,normal-healthy,Grocery/Home/Plastic Bag,Fancy,Happy,Front-Frontish,resized/4467.jpg
images/Set2/5910_0.jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4468.jpg
images/Set2/10170_8.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Angry/Serious,Front-Frontish,resized/4469.jpg
images/Set2/34080_0.jpg,male,Average,25-35,normal-healthy,None,CantSee,Neutral,Side,resized/4470.jpg
images/Set2/30030_9.jpg,female,Average,45-55,over-weight,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4471.jpg
images/Set2/27750_2.jpg,female,Good,35-45,slightly-overweight,Daily/Office/Work Bag,CantSee,Happy,Front-Frontish,resized/4472.jpg
images/Set3/15030_0.jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4473.jpg
images/Set3/8340_1.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/4474.jpg
images/Set3/6000_3.jpg,male,Average,35-45,over-weight,Daily/Office/Work Bag,Fancy,Angry/Serious,Front-Frontish,resized/4475.jpg
images/Set3/60720_9.jpg,female,Average,55+,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4476.jpg
images/Set3/15540_4.jpg,female,Bad,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4477.jpg
images/Set3/5160_0 (2).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Back,resized/4478.jpg
images/Set4/1350_0 (2).jpg,male,Bad,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4479.jpg
images/Set4/20850_0.jpg,female,Good,15-25,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4480.jpg
images/Set4/10800_7.jpg,male,Bad,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4481.jpg
images/Set4/20010_0.jpg,male,Average,35-45,normal-healthy,None,Fancy,Neutral,Side,resized/4482.jpg
images/Set1/25710_1.jpg,male,Average,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4483.jpg
images/Set1/12150_2 (2).jpg,male,Bad,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4484.jpg
images/Set1/18750_0 (3).jpg,female,Good,15-25,normal-healthy,None,CantSee,Happy,Front-Frontish,resized/4485.jpg
images/Set1/16200_0 (3).jpg,male,Average,15-25,normal-healthy,None,CantSee,Happy,Side,resized/4486.jpg
images/Set1/2760_2 (4).jpg,male,Good,15-25,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4487.jpg
images/Set1/14280_6.jpg,female,Average,35-45,normal-healthy,Daily/Office/Work Bag,CantSee,Angry/Serious,Side,resized/4488.jpg
images/Set1/IMG (4392).jpg,female,Bad,25-35,slightly-overweight,None,CantSee,Neutral,Side,resized/4489.jpg
images/Set1/IMG (5181).jpg,male,Average,45-55,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4490.jpg
images/Set1/30030_4 (2).jpg,male,Average,15-25,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/4491.jpg
images/Set1/IMG (5102).jpg,male,Average,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/4492.jpg
images/Set1/1140_1 (2).jpg,female,Average,35-45,normal-healthy,None,CantSee,Neutral,Side,resized/4493.jpg
images/Set1/8430_6 (2).jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4494.jpg
images/Set1/28050_1.jpg,male,Average,55+,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Back,resized/4495.jpg
images/Set1/5370_0 (5).jpg,female,Good,15-25,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4496.jpg
images/Set1/22770_1 (2).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4497.jpg
images/Set1/21270_0 (2).jpg,male,Good,25-35,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4498.jpg
images/Set1/30600_0.jpg,male,Average,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4499.jpg
images/Set1/1380_2.jpg,male,Average,25-35,slightly-overweight,None,CantSee,Neutral,Side,resized/4500.jpg
images/Set1/1920_1.jpg,male,Average,15-25,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4501.jpg
images/Set1/10800_3.jpg,male,Good,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4502.jpg
images/Set1/7800_0.jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Back,resized/4503.jpg
images/Set1/IMG (7468).jpg,male,Average,45-55,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/4504.jpg
images/Set1/1530_6.jpg,female,Bad,15-25,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4505.jpg
images/Set1/41460_0 (2).jpg,female,Average,35-45,normal-healthy,None,Normal,Neutral,Side,resized/4506.jpg
images/Set1/11550_4 (2).jpg,male,Bad,15-25,normal-healthy,None,Normal,Neutral,Side,resized/4507.jpg
images/Set1/3540_1 (5).jpg,female,Average,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4508.jpg
images/Set1/20400_1 (2).jpg,female,Good,45-55,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4509.jpg
images/Set1/IMG (1944).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Side,resized/4510.jpg
images/Set1/18240_1 (2).jpg,male,Average,45-55,slightly-overweight,None,Normal,Neutral,Front-Frontish,resized/4511.jpg
images/Set1/39930_0 (2).jpg,male,Average,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4512.jpg
images/Set1/IMG (3173).jpg,female,Bad,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4513.jpg
images/Set1/26910_0.jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4514.jpg
images/Set1/IMG (7868).jpg,female,Good,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/4515.jpg
images/Set1/IMG (8303).jpg,male,Bad,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4516.jpg
images/Set1/21000_12.jpg,female,Average,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4517.jpg
images/Set1/IMG (8376).jpg,male,Bad,35-45,normal-healthy,None,Normal,Angry/Serious,Side,resized/4518.jpg
images/Set1/12330_2 (2).jpg,male,Average,35-45,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4519.jpg
images/Set1/IMG (2505).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Back,resized/4520.jpg
images/Set1/13050_6 (2).jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/4521.jpg
images/Set1/12690_5.jpg,female,Average,45-55,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4522.jpg
images/Set1/IMG (6981).jpg,male,Average,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4523.jpg
images/Set1/4110_6.jpg,male,Average,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/4524.jpg
images/Set1/IMG (4367).jpg,male,Bad,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4525.jpg
images/Set1/63900_6.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/4526.jpg
images/Set1/30690_2.jpg,male,Average,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4527.jpg
images/Set1/IMG (5396).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4528.jpg
images/Set1/3210_2.jpg,female,Bad,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4529.jpg
images/Set1/8730_3.jpg,female,Average,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4530.jpg
images/Set1/68700_6.jpg,female,Bad,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Back,resized/4531.jpg
images/Set1/60750_2.jpg,male,Average,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4532.jpg
images/Set1/IMG (336).jpg,female,Bad,25-35,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4533.jpg
images/Set1/IMG (5806).jpg,male,Good,25-35,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4534.jpg
images/Set1/104100_1.jpg,female,Bad,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/4535.jpg
images/Set1/32610_4.jpg,male,Bad,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4536.jpg
images/Set1/IMG (7682).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/4537.jpg
images/Set1/37710_0 (2).jpg,male,Good,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/4538.jpg
images/Set1/IMG (2352).jpg,male,Bad,25-35,normal-healthy,None,CantSee,Neutral,Back,resized/4539.jpg
images/Set1/103470_1.jpg,female,Bad,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/4540.jpg
